task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
211	8e/12a157	4562706	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_269_23_LivCan_132_269.mzML)	COMPLETED	0	2021-06-14 16:44:16.073	5m 10s	18.3s	98,2%	459.4 MB	961.6 MB	202.5 MB	133.1 KB
213	05/7b79ee	4562707	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_271_35_LivCan_162_271.mzML)	COMPLETED	0	2021-06-14 16:44:16.095	5m 10s	19.6s	98,3%	463.8 MB	976.9 MB	199.3 MB	150.2 KB
212	61/1e600f	4562708	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_270_35_LivCan_161_270.mzML)	COMPLETED	0	2021-06-14 16:44:16.122	5m 10s	19s	98,3%	434.3 MB	964.8 MB	199.4 MB	149.7 KB
214	dc/298d60	4562709	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_272_72_LivCan_395_272.mzML)	COMPLETED	0	2021-06-14 16:44:16.146	5m 10s	18s	98,2%	435.6 MB	961.1 MB	190 MB	142.2 KB
215	42/006a9a	4562710	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_273_72_LivCan_396_273.mzML)	COMPLETED	0	2021-06-14 16:44:16.167	5m 10s	19.2s	91,4%	416.7 MB	952.7 MB	186.3 MB	132.9 KB
216	9d/b5522c	4562711	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_274_32_LivCan_079_274.mzML)	COMPLETED	0	2021-06-14 16:44:16.196	5m 10s	18.4s	98,2%	450.9 MB	964 MB	192.1 MB	134.5 KB
217	28/2f12f9	4562712	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_275_32_LivCan_080_275.mzML)	COMPLETED	0	2021-06-14 16:44:16.221	5m 10s	18.9s	98,3%	433.2 MB	976.7 MB	205.3 MB	138 KB
218	38/792d08	4562713	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_281_22_LivCan_375_281.mzML)	COMPLETED	0	2021-06-14 16:44:16.253	5m 10s	18.5s	98,2%	440 MB	955.1 MB	190.9 MB	135.4 KB
219	31/da23a1	4562714	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_282_22_LivCan_376_282.mzML)	COMPLETED	0	2021-06-14 16:44:16.279	5m 10s	18.5s	98,2%	430.5 MB	967.4 MB	193.4 MB	128.6 KB
220	97/b11528	4562715	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_283_71_LivCan_165_283.mzML)	COMPLETED	0	2021-06-14 16:44:16.303	5m 10s	18.1s	98,2%	436.1 MB	968.6 MB	194.7 MB	129.2 KB
198	13/1429cd	4562693	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_248_41_LivCan_261_248.mzML)	COMPLETED	0	2021-06-14 16:44:15.768	5m 15s	17.7s	98,1%	426.5 MB	954.3 MB	188 MB	124 KB
199	d3/52e79c	4562694	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_249_41_LivCan_262_249.mzML)	COMPLETED	0	2021-06-14 16:44:15.789	5m 15s	18.2s	98,2%	431.2 MB	956.5 MB	188.4 MB	133 KB
200	f7/5b0414	4562695	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_250_72_LivCan_141_250.mzML)	COMPLETED	0	2021-06-14 16:44:15.813	5m 15s	17.7s	98,1%	426.5 MB	962.5 MB	184.7 MB	128.9 KB
201	7e/38221e	4562696	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_252_72_LivCan_142_252.mzML)	COMPLETED	0	2021-06-14 16:44:15.837	5m 15s	17.8s	97,5%	436.3 MB	954.7 MB	187 MB	127.3 KB
203	bd/1b2fa1	4562697	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_260_22_LivCan_226_260.mzML)	COMPLETED	0	2021-06-14 16:44:15.857	5m 15s	18.2s	98,2%	421.7 MB	957 MB	185.9 MB	141.2 KB
202	f3/475c41	4562698	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_259_22_LivCan_225_259.mzML)	COMPLETED	0	2021-06-14 16:44:15.882	5m 15s	18.1s	98,2%	456.4 MB	962.5 MB	192.5 MB	125.6 KB
205	a7/29a421	4562699	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_262_72_LivCan_334_262.mzML)	COMPLETED	0	2021-06-14 16:44:15.905	5m 15s	17.2s	98,1%	443.1 MB	953 MB	186.2 MB	125.6 KB
206	37/7c2468	4562700	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_264_71_LivCan_215_264.mzML)	COMPLETED	0	2021-06-14 16:44:15.930	5m 15s	18s	98,2%	423.1 MB	957.1 MB	189.4 MB	127.5 KB
204	3c/566325	4562701	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_261_72_LivCan_333_261.mzML)	COMPLETED	0	2021-06-14 16:44:15.953	5m 15s	17.6s	98,2%	436.2 MB	958 MB	194.5 MB	124.2 KB
207	83/dd9327	4562702	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_265_71_LivCan_216_265.mzML)	COMPLETED	0	2021-06-14 16:44:15.978	5m 15s	18.4s	98,2%	438.8 MB	955.2 MB	187.6 MB	135 KB
221	08/737dea	4562716	process_masstrace_detection_pos_xcms_noncentroided (EPIC_Liver_Cancer_NR160809_284_71_LivCan_166_284.mzML)	COMPLETED	0	2021-06-14 16:44:16.326	5m 15s	18s	98,1%	445.5 MB	962.9 MB	196.1 MB	122.1 KB
222	82/b198f8	4562717	process_collect_rdata_pos_xcms (A collection of files)	COMPLETED	0	2021-06-14 16:49:31.559	1m 10s	41.3s	98,2%	537.4 MB	964.6 MB	103.7 MB	28.4 MB
223	fe/6bf3df	4562718	process_align_peaks_pos_xcms (collection_pos.rdata)	COMPLETED	0	2021-06-14 16:50:41.448	6m 40s	6m 26s	99,1%	728.6 MB	1.2 GB	26.2 GB	28.3 MB
224	81/67ee42	4562719	process_group_peaks_pos_N1_xcms (RTcorrected_pos.rdata)	COMPLETED	0	2021-06-14 16:57:21.565	34.9s	26.4s	97,4%	417.1 MB	907.7 MB	49.3 MB	29.5 MB
225	42/8b5e0c	4562720	process_blank_filter_pos_xcms (groupN1_pos.rdata)	COMPLETED	0	2021-06-14 16:57:56.566	34.9s	8.4s	95,5%	341.1 MB	829.9 MB	50.6 MB	29.4 MB
226	d3/6dcc6b	4562721	process_annotate_peaks_pos_camera (blankFiltered_pos.rdata)	COMPLETED	0	2021-06-14 16:58:31.551	35s	9.9s	93,8%	374.1 MB	906.7 MB	56.3 MB	32.1 MB
227	2a/2de8c3	4562722	process_group_peaks_pos_camera (CameraAnnotatePeaks_pos.rdata)	COMPLETED	0	2021-06-14 16:59:06.562	35s	9.7s	96,0%	370.6 MB	901 MB	59 MB	32.2 MB
228	ff/310fe3	4562723	process_find_addcuts_pos_camera (CameraGroup_pos.rdata)	COMPLETED	0	2021-06-14 16:59:41.570	30s	10.5s	94,4%	436.6 MB	968.9 MB	59 MB	32.2 MB
229	44/f1d8ba	4562724	process_find_isotopes_pos_camera (CameraFindAdducts_pos.rdata)	COMPLETED	0	2021-06-14 17:00:11.664	29.9s	9.9s	96,2%	441.6 MB	974 MB	59 MB	32.2 MB
230	85/ccfbc0	4562725	process_mapmsms_tocamera_pos_msnbase (A collection of files)	COMPLETED	0	2021-06-14 17:00:41.625	35s	15.1s	84,9%	599.8 MB	1 GB	147.2 MB	79.6 MB
231	2d/37e56e	4562726	process_mapmsms_toparam_pos_msnbase (CameraFindIsotopes_pos.rdata)	COMPLETED	0	2021-06-14 17:01:16.663	13m 55s	13m 53s	94,8%	669.2 MB	1.2 GB	314.6 MB	256.9 MB
233	21/29cd24	4562729	process_ms2_identification_pos_metfrag (_AutoMSMS_020.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.164	3m 40s	3m 22s	7521,2%	17.5 MB	78.2 MB	27.9 GB	9.1 GB
237	a7/993643	4562730	process_ms2_identification_pos_metfrag (_AutoMSMS_351.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.190	3m 40s	3m 18s	7489,1%	5 GB	118.1 GB	22.3 GB	5.4 GB
235	89/ba5c91	4562731	process_ms2_identification_pos_metfrag (_AutoMSMS_293.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.215	3m 40s	3m 20s	7481,7%	2.8 GB	52.6 GB	24.4 GB	6.8 GB
232	82/b859dc	4562732	process_ms2_identification_pos_metfrag (_AutoMSMS_018.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.244	3m 40s	3m 34s	7501,9%	200.3 MB	777 MB	27.8 GB	9 GB
236	66/664900	4562734	process_ms2_identification_pos_metfrag (_AutoMSMS_294.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.294	3m 40s	3m 25s	7505,9%	4.6 GB	91.9 GB	25.3 GB	7.1 GB
234	80/705739	4562733	process_ms2_identification_pos_metfrag (_AutoMSMS_019.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.270	3m 45s	3m 36s	7486,8%	3.6 GB	131.7 GB	27.9 GB	8.9 GB
238	a3/607c03	4562728	process_ms2_identification_pos_metfrag (_AutoMSMS_352.txt.zip)	COMPLETED	0	2021-06-14 17:15:12.128	4m 10s	3m 43s	7513,2%	335.4 MB	1.3 GB	26.4 GB	6.8 GB
239	60/8d17e4	4562735	process_identification_aggregate_pos_metfrag (A collection of files)	COMPLETED	0	2021-06-14 17:19:22.275	1m 40s	1m 30s	21,1%	45.4 MB	133.8 MB	32.8 GB	46.7 MB
240	5f/7b1ee8	4562736	process_pepcalculation_metfrag_pos_passatutto (aggregated_identification_metfrag_pos.csv)	COMPLETED	0	2021-06-14 17:21:02.382	1m 35s	1m 5s	105,7%	1.3 GB	42.2 GB	44.7 MB	27.3 MB
241	9d/60b5c5	4562737	process_output_quantid_pos_camera_metfrag (CameraFindIsotopes_pos.rdata)	COMPLETED	0	2021-06-14 17:22:37.515	34.9s	9.2s	95,3%	481.1 MB	1015.6 MB	69.3 MB	5.9 MB
